Timestamp,1.เนื้อลิปสติกที่คุณเลือกให้เข้ากับลุคการแต่งหน้า,2.โทนสีลิปสติกที่คุณเลือกใช้,4.ราคาของลิปสติกตามเนื้อลิปที่เลือกด้านบน ,1.ช่วงอายุของคุณ,2.โทนสีผิวของคุณ,3.ลักษณะผิวริมฝีปากของคุณ,4.มีปัญหาปากแห้ง แตก หรือเป็นขุยหรือไม่,2.สไตล์การแต่งหน้าของคุณกับเนื้อลิปสติกที่เลือกใช้ด้านบน,1.สไตล์ของเสื้อผ้าที่คุณเลือกใส่ให้เข้ากับสีลิปสติก,6.จากเนื้อลิปสติกที่คุณเลือกใช้ คุณใช้เพื่อออกไปทำกิจกรรมใด,7.ช่วงเวลาที่คุณใช้ทำกิจกรรมดังกล่าว,3.ความถี่ในการเติมลิปสติกโดยประมาณระหว่างวันของคุณ,4.การใช้สีในการทาลิปสติกของคุณ,3.ความมันของเนื้อลิปสติกที่คุณเลือกใช้,5.ลักษณะการทาลิปสติกของคุณ
3/1/2021 23:11:40,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,501-800,25 - 35,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,ไม่มี,สไตล์เกาหลี,วินเทจ,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,5,ทาแบบเต็มปาก
3/1/2021 23:14:05,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ญี่ปุ่น,วินเทจ,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,5,ทาแบบเต็มปาก
3/1/2021 23:14:57,ลิปกลอสและลิปทินส์,โทนสีนู้ด,501-800,15 - 24,ผิวแทน,ริมฝีปากซีด,มี,สไตล์ฝรั่ง,วินเทจ,เพื่อไปเรียน,กลางคืน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,5,ทาแบบเต็มปาก
3/1/2021 23:19:53,ลิปเนื้อแมตต์,โทนสีชมพู,201-500,มากกว่า 35,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเต็มปาก
3/1/2021 23:21:14,ลิปกลอสและลิปทินส์,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/1/2021 23:24:32,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีนู้ด,201-500,25 - 35,ผิวแทน,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,1,ทาแบบเต็มปาก
3/1/2021 23:24:48,ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
3/1/2021 23:25:16,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีชมพู,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 23:36:37,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนน้ำตาล,น้อยกว่า 200,มากกว่า 35,ผิวคล้ำ,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ฝรั่ง,วินเทจ,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,1,ทาแบบเต็มปาก
3/1/2021 23:49:56,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 23:50:03,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 23:58:39,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีแดง,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
3/2/2021 0:42:32,ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,15 - 24,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปออกงานสำคัญ,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,1,ทาแบบเบลอขอบปาก
3/2/2021 1:54:15,ลิปเนื้อแมตต์,โทนสีนู้ด,น้อยกว่า 200,25 - 35,ผิวแทน,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 4:16:31,ลิปเนื้อแมตต์,โทนสีแดง,201-500,25 - 35,ผิวสองสี,ริมฝีปากซีด,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเต็มปาก
3/2/2021 5:15:14,ลิปมันและลิปบาล์ม,โทนสีส้ม,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 5:18:36,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเต็มปาก
3/2/2021 5:20:06,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,มากกว่า 35,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/2/2021 5:44:32,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,25 - 35,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,4,ทาแบบเต็มปาก
3/2/2021 6:13:41,ลิปกลอสและลิปทินส์,โทนสีนู้ด,น้อยกว่า 200,25 - 35,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปออกงานสำคัญ,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 6:21:52,ลิปมันและลิปบาล์ม,โทนสีแดง,201-500,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,2,ทาแบบเบลอขอบปาก
3/2/2021 6:55:24,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,25 - 35,ผิวคล้ำ,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,1,ทาแบบเต็มปาก
3/2/2021 7:21:45,ลิปเนื้อแมตต์,โทนสีแดง,201-500,15 - 24,ผิวสองสี,ริมฝีปากซีด,ไม่มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
3/2/2021 7:34:18,ลิปมันและลิปบาล์ม,โทนสีชมพู,201-500,น้อยกว่า 15,ผิวแทน,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/2/2021 7:54:55,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,น้อยกว่า 15,ผิวสองสี,ริมฝีปากซีด,ไม่มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเรียน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเกินขอบปาก
3/2/2021 7:59:03,ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 7:59:47,ลิปกลอสและลิปทินส์,โทนสีส้ม,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
3/2/2021 8:00:22,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,201-500,มากกว่า 35,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
3/2/2021 8:36:27,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนน้ำตาล,201-500,น้อยกว่า 15,ผิวแทน,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,1,ทาแบบเบลอขอบปาก
3/2/2021 8:46:04,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีแดง,201-500,25 - 35,ผิวแทน,ริมฝีปากซีด,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปออกงานสำคัญ,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 9:02:14,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ฝรั่ง,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/2/2021 9:38:47,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,มากกว่า 800,25 - 35,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเต็มปาก
3/2/2021 9:45:45,ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,25 - 35,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,2,ทาแบบเต็มปาก
3/2/2021 9:58:26,ลิปเนื้อแมตต์,โทนสีแดง,มากกว่า 800,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเที่ยว,กลางคืน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/2/2021 11:27:16,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/2/2021 11:54:11,ลิปกลอสและลิปทินส์,โทนสีชมพู,201-500,25 - 35,ผิวแทน,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 11:55:42,ลิปมันและลิปบาล์ม,โทนสีนู้ด,201-500,มากกว่า 35,ผิวขาวเหลือง,ริมฝีปากซีด,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 11:58:48,ลิปมันและลิปบาล์ม,โทนสีนู้ด,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/2/2021 12:01:41,ลิปเนื้อซาตินและเนื้อเชียร์,โทนน้ำตาล,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปออกงานสำคัญ,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเบลอขอบปาก
3/2/2021 12:03:24,ลิปเนื้อแมตต์,โทนสีส้ม,201-500,25 - 35,ผิวสองสี,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,1,ทาแบบเต็มปาก
3/2/2021 12:03:36,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,201-500,25 - 35,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,2,ทาแบบเต็มปาก
3/2/2021 12:15:14,ลิปเนื้อแมตต์,โทนสีนู้ด,501-800,25 - 35,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ฝรั่ง,อเมริกัน,เพื่อไปออกงานสำคัญ,กลางคืน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/2/2021 12:19:05,ลิปมันและลิปบาล์ม,โทนน้ำตาล,201-500,25 - 35,ผิวแทน,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปทำงาน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเต็มปาก
3/2/2021 12:24:22,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,201-500,น้อยกว่า 15,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปออกงานสำคัญ,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 12:54:36,ลิปมันและลิปบาล์ม,โทนสีนู้ด,น้อยกว่า 200,25 - 35,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 13:17:00,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนน้ำตาล,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากซีด,ไม่มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,2,ทาแบบเต็มปาก
3/2/2021 13:24:44,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์เกาหลี,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 13:27:38,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,25 - 35,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,2,ทาแบบเต็มปาก
3/2/2021 15:52:55,ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,น้อยกว่า 15,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเบลอขอบปาก
3/2/2021 15:54:57,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/2/2021 16:39:34,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,น้อยกว่า 200,น้อยกว่า 15,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปออกงานสำคัญ,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,3,ทาแบบเบลอขอบปาก
3/2/2021 17:06:57,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/2/2021 18:11:19,ลิปเนื้อแมตต์,โทนน้ำตาล,น้อยกว่า 200,น้อยกว่า 15,ผิวแทน,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปออกงานสำคัญ,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
3/2/2021 18:34:28,ลิปเนื้อแมตต์,โทนสีส้ม,201-500,25 - 35,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปออกงานสำคัญ,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
3/2/2021 19:31:46,ลิปกลอสและลิปทินส์,โทนสีนู้ด,501-800,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปออกงานสำคัญ,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 20:28:55,ลิปมันและลิปบาล์ม,โทนสีส้ม,น้อยกว่า 200,น้อยกว่า 15,ผิวสองสี,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 21:25:18,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีส้ม,น้อยกว่า 200,25 - 35,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ฝรั่ง,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,3,ทาแบบเบลอขอบปาก
3/2/2021 22:02:09,ลิปเนื้อแมตต์,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเต็มปาก
3/2/2021 22:02:47,ลิปเนื้อแมตต์,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเต็มปาก
3/2/2021 22:03:30,ลิปมันและลิปบาล์ม,โทนสีส้ม,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเต็มปาก
3/3/2021 10:43:20,ลิปเนื้อแมตต์,โทนสีแดง,201-500,มากกว่า 35,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
3/3/2021 19:26:02,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,501-800,น้อยกว่า 15,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเบลอขอบปาก
3/4/2021 17:51:10,ลิปมันและลิปบาล์ม,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ญี่ปุ่น,เกาหลี,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/8/2021 15:20:43,ลิปกลอสและลิปทินส์,โทนสีชมพู,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/11/2021 23:36:21,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
3/12/2021 16:27:45,ลิปมันและลิปบาล์ม,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปออกกำลังกาย,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,5,ทาแบบเบลอขอบปาก
3/12/2021 16:29:12,ลิปเนื้อแมตต์,โทนสีส้ม,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/12/2021 16:38:41,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,4,ทาแบบเต็มปาก
3/12/2021 16:45:50,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,น้อยกว่า 200,15 - 24,ผิวขาวอมชมพู,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
